Revere,-70.99249267578125,42.41825103759766,city,MA,1.35
Salem,-70.86952209472656,42.52647018432618,city,MA,1.62
Saugus,-71.01529693603516,42.46743011474609,census designated place,MA,1.85
Somerset,-71.15904235839844,41.73939895629883,census designated place,MA,1.59
Somerville,-71.1018295288086,42.39031982421875,city,MA,1.14
South Yarmouth,-70.20073699951172,41.67013931274414,census designated place,MA,1.49
Springfield,-72.53904724121094,42.11502838134766,city,MA,3.18
Stoneham,-71.09819793701172,42.47409820556641,census designated place,MA,1.38
Swampscott,-70.89232635498047,42.46664810180665,census designated place,MA,0.98
Taunton,-71.09324645996094,41.90304946899414,city,MA,3.86
Wakefield,-71.06658935546875,42.50457000732422,census designated place,MA,1.53
Waltham,-71.2422103881836,42.38784027099609,city,MA,2.01
Webster,-71.87468719482422,42.04605102539063,census designated place,MA,0.98
Wellesley,-71.28679656982422,42.30445098876953,census designated place,MA,1.79
Westfield,-72.75605010986328,42.138900756835945,city,MA,3.84
Wilmington,-71.16658020019531,42.5593605041504,census designated place,MA,2.32
Winchester,-71.14692687988281,42.45185089111329,census designated place,MA,1.39
Woburn,-71.15524291992188,42.48553085327148,city,MA,2.01
Worcester,-71.80892181396486,42.26963043212891,city,MA,3.45
Auburn,-70.24954223632812,44.08420181274414,city,ME,4.35
Augusta,-69.7297134399414,44.33065032958984,city,ME,4.19
Bangor,-68.78755187988281,44.83219909667969,city,ME,3.3
Biddeford,-70.44344329833984,43.46548080444336,city,ME,3.09
Brunswick,-69.9384536743164,43.91065979003906,census designated place,ME,2.15
Lewiston,-70.17247772216797,44.08924865722657,city,ME,3.3
Portland,-70.26066054997689,43.65477702223133,city,ME,2.6
Presque Isle,-67.98729705810547,46.68603897094727,city,ME,4.91
Saco,-70.45468139648438,43.53713989257813,city,ME,3.5
Sanford,-70.78134155273438,43.441009521484375,census designated place,ME,1.28
South Portland,-70.28555297851562,43.63285064697267,city,ME,1.95
Waterville,-69.66126251220703,44.545730590820305,city,ME,2.08
Westbrook,-70.35404205322266,43.69393157958985,city,ME,2.33
Berlin,-71.255126953125,44.48970031738282,city,NH,4.43
Claremont,-72.33914184570312,43.37807846069337,city,NH,3.7
Concord,-71.56006622314453,43.23159027099608,city,NH,4.52
Derry,-71.28782653808594,42.89516830444337,census designated place,NH,2.2
Dover,-70.88336944580078,43.18975067138672,city,NH,2.92
Keene,-72.29741668701172,42.95000076293945,city,NH,3.44
Laconia,-71.4803237915039,43.56945037841797,city,NH,2.53
Lebanon,-72.25418090820312,43.63526916503906,city,NH,3.58
Londonderry,-71.36289978027344,42.85482025146484,census designated place,NH,1.98
Manchester,-71.44490051269531,42.98360061645507,city,NH,3.25
Nashua,-71.49185180664062,42.74860000610352,city,NH,3.13
Portsmouth,-70.78201293945312,43.05685043334962,city,NH,2.23
Rochester,-70.97897338867188,43.30083847045898,city,NH,3.8
Somersworth,-70.88436126708984,43.2557487487793,city,NH,1.77
Asbury Park,-74.01142883300781,40.22314834594727,city,NJ,0.67
Avenel,-74.27371978759766,40.582469940185554,census designated place,NJ,1.06
Bayonne,-74.1104736328125,40.66498184204102,city,NJ,1.36
Bellmawr,-75.09488677978516,39.86589813232422,borough,NJ,0.97
Bergenfield,-73.99859619140625,40.923900604248054,borough,NJ,0.96
Bridgeton,-75.22811889648438,39.42752838134767,city,NJ,1.4
Brigantine,-74.46300506591797,39.445358276367195,city,NJ,1.43
Camden,-75.10841369628906,39.93595123291016,city,NJ,1.69
Carteret,-74.22876739501953,40.583549499511726,borough,NJ,1.19
Cliffside Park,-73.98845672607422,40.82160186767578,borough,NJ,0.55
Clifton,-74.15765380859375,40.86394882202149,city,NJ,1.89
Collingswood,-75.07504272460938,39.91614913940429,borough,NJ,0.76
Colonia,-74.31575012207031,40.59257125854492,census designated place,NJ,1.12
Dover,-74.55967712402344,40.885948181152344,town,NJ,0.92
Dumont,-73.99263763427734,40.94549942016602,borough,NJ,0.79
East Orange,-74.21211242675781,40.765949249267585,city,NJ,1.12
Eatontown,-74.0551528930664,40.291500091552734,borough,NJ,1.36
Elizabeth,-74.19416046142578,40.666370391845696,city,NJ,1.98
Elmwood Park,-74.11974334716797,40.90444946289063,borough,NJ,0.92
Englewood,-73.97431182861328,40.89239883422852,city,NJ,1.25
Fair Lawn,-74.1180419921875,40.93597030639647,borough,NJ,1.28
Fairview,-74.0016098022461,40.81750106811522,borough,NJ,0.64
Fairview,-74.0016098022461,40.81750106811522,borough,NJ,0.64
Fords,-74.31224060058594,40.54212951660156,census designated place,NJ,0.92
Fort Dix,-74.61312103271484,40.00487899780273,census designated place,NJ,1.81
Fort Lee,-73.97132873535156,40.85042953491211,borough,NJ,0.9
Freehold,-74.27559661865236,40.25880050659179,borough,NJ,0.79
Garfield,-74.10848236083984,40.87979888916016,city,NJ,0.82
Glassboro,-75.11327362060547,39.70130157470703,borough,NJ,1.71
Glen Rock,-74.12539672851562,40.95914840698242,borough,NJ,0.93
Gloucester City,-75.1177978515625,39.8923683166504,city,NJ,0.86
Hackensack,-74.0461196899414,40.88930130004883,city,NJ,1.15
Haddonfield,-75.03471374511719,39.89496994018554,borough,NJ,0.95
Hammonton,-74.77237701416016,39.6549186706543,town,NJ,3.61
Harrison,-74.15339660644531,40.74349975585938,town,NJ,0.62
Hasbrouck Heights,-74.07418060302734,40.86080169677735,borough,NJ,0.69
Hawthorne,-74.15904235839844,40.95674896240234,borough,NJ,1.03
Highland Park,-74.42845153808594,40.50035095214845,borough,NJ,0.76
Hoboken,-74.0288314819336,40.74254989624022,city,NJ,0.64
Holiday City-Berkeley,-74.2777099609375,39.95959091186523,census designated place,NJ,1.35
Hopatcong,-74.65770721435547,40.95608901977539,borough,NJ,1.86
Iselin,-74.3166732788086,40.57020950317383,census designated place,NJ,1.01
Jersey City,-74.06495666503906,40.71129989624023,city,NJ,2.17
Keansburg,-74.16187286376953,40.439128875732415,borough,NJ,0.58
Kearny,-74.11971282958984,40.75133132934571,town,NJ,1.67
Lakewood,-74.21190643310548,40.09479904174805,census designated place,NJ,1.5
Lincoln Park,-74.30393981933594,40.9239501953125,borough,NJ,1.43
Linden,-74.23844909667969,40.62504959106446,city,NJ,1.84
Lindenwold,-74.99015808105469,39.815849304199226,borough,NJ,1.11
Lodi,-74.0811996459961,40.87902069091797,borough,NJ,0.85
Long Branch,-73.98919677734375,40.29669952392578,city,NJ,1.3
Madison,-74.41732025146484,40.75844955444336,borough,NJ,1.16
Manville,-74.58934020996094,40.54159927368164,borough,NJ,0.87
Marlton,-74.92931365966797,39.90140151977539,census designated place,NJ,1.01
Metuchen,-74.3634262084961,40.54190063476563,borough,NJ,0.94
Middlesex,-74.50213623046875,40.57369995117188,borough,NJ,1.06
Millville,-75.0546875,39.39002990722657,city,NJ,3.66
Moorestown-Lenola,-74.96597290039062,39.96432113647461,census designated place,NJ,1.49
Morristown,-74.47754669189453,40.79673004150392,town,NJ,0.97
Newark,-74.17324829101562,40.724098205566406,city,NJ,2.77
New Brunswick,-74.44512939453125,40.48640060424805,city,NJ,1.29
New Milford,-74.01982879638672,40.934101104736335,borough,NJ,0.85
New Providence,-74.40350341796875,40.70040130615234,borough,NJ,1.08
North Arlington,-74.12698364257812,40.79000854492189,borough,NJ,0.9
North Plainfield,-74.4400863647461,40.62115097045898,borough,NJ,0.94
Oakland,-74.24037170410156,41.03137969970704,borough,NJ,1.64
Ocean City,-74.63279724121094,39.26959991455078,city,NJ,1.42
Old Bridge,-74.33003234863281,40.39294815063477,census designated place,NJ,1.5
Palisades Park,-73.99727630615234,40.84695053100587,borough,NJ,0.63
Paramus,-74.071533203125,40.94512176513672,borough,NJ,1.83
Passaic,-74.12940216064453,40.8572998046875,city,NJ,1.0
Paterson,-74.16340637207031,40.91445159912108,city,NJ,1.64
Pennsville,-75.51065063476562,39.65541839599609,census designated place,NJ,1.79
Perth Amboy,-74.27462768554688,40.52165222167969,city,NJ,1.22
Phillipsburg,-75.18280029296875,40.68886947631836,town,NJ,1.01
Plainfield,-74.41647338867188,40.61524963378907,city,NJ,1.38
Pleasantville,-74.51880645751953,39.390449523925774,city,NJ,1.35
Point Pleasant,-74.0709228515625,40.07839965820313,borough,NJ,1.05
Pompton Lakes,-74.28585815429688,41.00299835205078,borough,NJ,0.96
Princeton,-74.6594467163086,40.35025024414063,borough,NJ,0.77
Rahway,-74.28141021728516,40.60699844360352,city,NJ,1.11
Ramsey,-74.14649200439453,41.05921936035157,borough,NJ,1.33
Red Bank,-74.06745910644531,40.34735107421875,borough,NJ,0.74
Ridgefield Park,-74.02046966552736,40.85459899902343,village,NJ,0.74
Ridgewood,-74.1138916015625,40.98107147216797,village,NJ,1.35
Ringwood,-74.27474975585938,41.11149978637695,borough,NJ,2.83
River Edge,-74.04003143310547,40.92720031738281,borough,NJ,0.77
Roselle,-74.26081085205078,40.65214920043945,borough,NJ,0.92
Roselle Park,-74.26715087890625,40.6656494140625,borough,NJ,0.63
Rutherford,-74.10706329345703,40.81985092163086,borough,NJ,0.95
Sayreville,-74.32211303710938,40.46562957763672,borough,NJ,2.25
Secaucus,-74.06478118896484,40.78110885620117,town,NJ,1.36
Somerset,-74.48896789550781,40.4975700378418,census designated place,NJ,1.42
Somers Point,-74.60682678222656,39.31726837158203,city,NJ,1.13
Somerville,-74.6104507446289,40.570201873779304,borough,NJ,0.86
South Plainfield,-74.41528320312501,40.57535171508789,borough,NJ,1.63
South River,-74.37840270996094,40.44525146484375,borough,NJ,0.94
Summit,-74.36540222167969,40.71493148803711,city,NJ,1.38
Tenafly,-73.9551773071289,40.91714859008789,borough,NJ,1.21
Tinton Falls,-74.08917236328125,40.27243041992189,borough,NJ,2.22
Totowa,-74.22210693359375,40.90480041503906,borough,NJ,1.13
Trenton,-74.76422119140625,40.2234001159668,city,NJ,1.56
Union City,-74.0324935913086,40.76710891723633,city,NJ,0.64
Vineland,-74.99739837646484,39.46480178833008,city,NJ,4.67
Wallington,-74.10678100585938,40.853099822998054,borough,NJ,0.56
Westfield,-74.34422302246094,40.65164947509766,town,NJ,1.46
West Freehold,-74.29550170898439,40.23302841186523,census designated place,NJ,1.37
West New York,-74.00984191894533,40.78594970703125,town,NJ,0.57
Westwood,-74.03112030029297,40.98838043212891,borough,NJ,0.85
Williamstown,-74.98385620117188,39.68574142456054,census designated place,NJ,1.54
Woodbridge,-74.28579711914062,40.55471038818359,census designated place,NJ,1.11
Woodbury,-75.15342712402345,39.837249755859375,city,NJ,0.8
Albany,-73.7990188598633,42.66574859619141,city,NY,2.61
Amsterdam,-74.19085693359375,42.94176864624023,city,NY,1.37
Arlington,-73.88493347167969,41.69564819335938,census designated place,NY,0.46
Auburn,-76.56894683837892,42.93325042724609,city,NY,1.63
Babylon,-73.3271484375,40.69594955444336,village,NY,0.88
Baldwin,-73.61121368408203,40.66297912597656,census designated place,NY,0.97
Batavia,-78.18115234375,42.99861145019532,city,NY,1.29
Bay Shore,-73.25050354003906,40.72636032104493,census designated place,NY,1.31
Beacon,-73.96600341796875,41.504150390625,city,NY,1.23
Bellmore,-73.52916717529297,40.65707015991211,census designated place,NY,0.87
Bethpage,-73.48580169677734,40.74945068359375,census designated place,NY,1.07
Binghamton,-75.9095230102539,42.1015510559082,city,NY,1.83
Brentwood,-73.24845123291016,40.78134918212891,census designated place,NY,1.87
Brighton,-77.58438873291016,43.11859130859376,census designated place,NY,2.22
Buffalo,-78.85968780517578,42.88980102539064,city,NY,3.59
Canandaigua,-77.28067779541016,42.88899993896484,city,NY,1.21
Centereach,-73.08326721191408,40.87078094482422,census designated place,NY,1.67
Central Islip,-73.19693756103516,40.78541946411133,census designated place,NY,1.5
Cheektowaga,-78.7502212524414,42.90895080566407,census designated place,NY,2.84
Cohoes,-73.70841979980469,42.77265167236328,city,NY,1.1
Commack,-73.28363800048828,40.84494018554689,census designated place,NY,1.95
Copiague,-73.39202117919922,40.67134857177734,census designated place,NY,1.01
Coram,-73.00447845458984,40.87948989868165,census designated place,NY,2.1
Corning,-77.05670928955078,42.14722061157227,city,NY,0.99
Cortland,-76.17941284179688,42.60091018676758,city,NY,1.11
Deer Park,-73.32261657714844,40.762298583984375,census designated place,NY,1.4
Depew,-78.7047119140625,42.91202926635742,village,NY,1.27
Dix Hills,-73.33657836914062,40.8048210144043,census designated place,NY,2.25
Dunkirk,-79.29473876953125,42.50907897949219,city,NY,1.2
Eastchester,-73.80782318115234,40.958160400390625,census designated place,NY,1.02
East Islip,-73.18699645996094,40.7252311706543,census designated place,NY,1.12
East Massapequa,-73.43689727783203,40.67340087890625,census designated place,NY,1.05
East Meadow,-73.5592727661133,40.7198486328125,census designated place,NY,1.42
East Northport,-73.32456970214844,40.87915039062499,census designated place,NY,1.28
East Patchogue,-72.98235321044922,40.76990127563477,census designated place,NY,1.63
East Rockaway,-73.66734313964844,40.643699645996094,village,NY,0.57
Elmira,-76.81011962890625,42.093250274658196,city,NY,1.52
Elmont,-73.7075424194336,40.70394897460938,census designated place,NY,1.04
Elwood,-73.34211730957031,40.84622955322266,census designated place,NY,1.23
Endicott,-76.06365203857422,42.09785079956055,village,NY,1.01
Endwell,-76.02327728271484,42.11724853515625,census designated place,NY,1.09
Fairmount,-76.24723052978516,43.04055023193359,census designated place,NY,1.03
Farmingville,-73.044189453125,40.842498779296875,census designated place,NY,1.15
Floral Park,-73.70364379882812,40.722320556640625,village,NY,0.67
Fort Drum,-75.77378845214844,44.05340957641602,census designated place,NY,2.14
Franklin Square,-73.67701721191406,40.70000076293945,census designated place,NY,0.96
Fredonia,-79.33178710937501,42.44044113159179,village,NY,1.29
Freeport,-73.58497619628906,40.65079879760742,village,NY,1.21
Fulton,-76.41560363769531,43.31679153442383,city,NY,1.09
Garden City,-73.64454650878906,40.72589874267578,village,NY,1.3
Geneva,-76.98346710205078,42.86529922485352,city,NY,1.16
Glen Cove,-73.6332015991211,40.88033294677733,city,NY,1.46
Glens Falls,-73.64549255371094,43.31106948852539,city,NY,1.11
Gloversville,-74.34700775146484,43.05022048950195,city,NY,1.28
Greece,-77.70233917236328,43.21194076538086,census designated place,NY,1.18
Greenlawn,-73.36656951904297,40.86315155029297,census designated place,NY,1.09
Hamburg,-78.83489990234375,42.72404861450195,village,NY,0.89
Harrison,-73.72019958496094,41.02257919311523,village,NY,2.31
Hauppauge,-73.21270751953126,40.81998062133789,census designated place,NY,1.85
Hempstead,-73.61897277832031,40.70339965820313,village,NY,1.08
Hicksville,-73.52523040771484,40.76385116577149,census designated place,NY,1.47
Holbrook,-73.07076263427734,40.79257965087891,census designated place,NY,1.51
Holtsville,-73.04762268066406,40.81330108642579,census designated place,NY,1.5
Huntington,-73.4078598022461,40.87770080566406,census designated place,NY,1.55
Huntington Station,-73.40519714355469,40.84489822387695,census designated place,NY,1.32
Irondequoit,-77.57209777832031,43.21026992797852,census designated place,NY,2.19
Islip,-73.2176513671875,40.73276901245118,census designated place,NY,1.24
Ithaca,-76.50335693359375,42.443870544433594,city,NY,1.31
Jamestown,-79.23634338378906,42.0974006652832,city,NY,1.69
Jefferson Valley-Yorktown,-73.8018569946289,41.31858825683594,census designated place,NY,1.48
Jericho,-73.54186248779297,40.78850173950195,census designated place,NY,1.12
Johnson City,-75.96182250976562,42.12360000610353,village,NY,1.2
Kenmore,-78.87191772460938,42.96485137939453,village,NY,0.68
Kings Park,-73.24553680419922,40.89072036743163,census designated place,NY,1.4
Kingston,-73.99726867675781,41.93011093139648,city,NY,1.54
Lackawanna,-78.8292465209961,42.81676864624023,city,NY,1.45
Lake Ronkonkoma,-73.11089324951172,40.83139038085938,census designated place,NY,1.25
Lancaster,-78.66983795166016,42.9015998840332,village,NY,0.93
Levittown,-73.51310729980469,40.72375106811523,census designated place,NY,1.47
Lindenhurst,-73.37181854248048,40.685649871826165,village,NY,1.09
Lockport,-78.69632720947266,43.169700622558594,city,NY,1.64
Lynbrook,-73.67439270019533,40.65866851806642,village,NY,0.8
Mamaroneck,-73.72736358642578,40.93453979492189,village,NY,1.0
Massapequa,-73.4718017578125,40.66825103759766,census designated place,NY,1.06
Massapequa Park,-73.4498291015625,40.68080139160156,village,NY,0.84
Massena,-74.89344024658203,44.92850112915039,village,NY,1.2
Mastic,-72.84441375732422,40.8019905090332,census designated place,NY,1.11
Mastic Beach,-72.84024810791017,40.76145935058594,census designated place,NY,1.23
Medford,-72.9847183227539,40.82244873046876,census designated place,NY,1.85
Melville,-73.41195678710938,40.78205108642578,census designated place,NY,1.96
Merrick,-73.55464172363281,40.65065002441406,census designated place,NY,1.13
Middletown,-74.4224624633789,41.44565963745117,city,NY,1.27
Mineola,-73.6386489868164,40.746971130371094,village,NY,0.77
Monsey,-74.06773376464844,41.11806869506837,census designated place,NY,0.85
Mount Vernon,-73.82980346679688,40.912948608398445,city,NY,1.18
Nanuet,-74.01603698730469,41.09519958496094,census designated place,NY,1.32
Nesconset,-73.15235900878906,40.8468017578125,census designated place,NY,1.1
Newburgh,-74.02005004882812,41.503101348876946,city,NY,1.1
New Cassel,-73.56559753417969,40.75899887084962,census designated place,NY,0.69
New City,-73.9918212890625,41.15380096435547,census designated place,NY,2.23
New Rochelle,-73.77989959716797,40.92319869995117,city,NY,1.82
New York,-73.94384765625,40.6697998046875,city,NY,9.82
Niagara Falls,-79.01625061035156,43.09114837646483,city,NY,2.12
North Amityville,-73.41323852539062,40.70003890991211,census designated place,NY,0.87
North Babylon,-73.32534790039062,40.73139953613282,census designated place,NY,1.04
North Bay Shore,-73.26097869873047,40.75902938842773,census designated place,NY,1.02
North Bellmore,-73.53849792480469,40.68989944458008,census designated place,NY,0.91
North Lindenhurst,-73.38543701171875,40.706871032714844,census designated place,NY,0.78
North Massapequa,-73.46662139892578,40.70280075073242,census designated place,NY,0.98
North Merrick,-73.56082153320314,40.68714904785156,census designated place,NY,0.74
North New Hyde Park,-73.68782043457031,40.745800018310554,census designated place,NY,0.79
North Tonawanda,-78.86595153808594,43.04375076293945,city,NY,1.79
North Valley Stream,-73.70762634277344,40.68442916870117,census designated place,NY,0.77
North Wantagh,-73.50868225097656,40.69913101196289,census designated place,NY,0.78
Oceanside,-73.63580322265625,40.63245010375978,census designated place,NY,1.25
Ogdensburg,-75.47044372558594,44.70700836181642,city,NY,1.26
Olean,-78.43231201171875,42.08208847045897,city,NY,1.37
Oneida,-75.663818359375,43.07575988769531,city,NY,2.65
Oneonta,-75.06729125976562,42.45471954345704,city,NY,1.18
Ossining,-73.8714599609375,41.15848922729493,village,NY,1.0
Oswego,-76.50293731689453,43.45838928222656,city,NY,1.56
Patchogue,-73.01937103271484,40.761310577392585,village,NY,0.85
Pearl River,-74.00322723388672,41.06055068969728,census designated place,NY,1.47
Peekskill,-73.92388153076173,41.28940963745117,city,NY,1.18
Plainview,-73.47264862060547,40.78329849243165,census designated place,NY,1.35
Plattsburgh,-73.45683288574219,44.69546127319336,city,NY,1.26
Port Chester,-73.66770172119142,41.00450134277343,village,NY,0.86
Port Washington,-73.68031311035156,40.82722854614257,census designated place,NY,1.15
Potsdam,-74.9855728149414,44.66807174682617,village,NY,1.19
Poughkeepsie,-73.92247009277344,41.69580078125,city,NY,1.28
Ridge,-72.88204956054688,40.91017913818359,census designated place,NY,2.05
Rochester,-77.61583709716797,43.16865158081055,city,NY,3.37
Rockville Centre,-73.63831329345703,40.66384887695314,village,NY,1.02
Rome,-75.4892578125,43.22552108764648,city,NY,4.88
Ronkonkoma,-73.12487030029297,40.80345916748049,census designated place,NY,1.58
Roosevelt,-73.58392333984375,40.67959976196289,census designated place,NY,0.75
Rotterdam,-73.95452880859375,42.77835083007813,census designated place,NY,1.49
Rye,-73.70328521728516,40.97246170043946,city,NY,1.36
St. James,-73.15258026123047,40.876388549804695,census designated place,NY,1.2
Salisbury,-73.56057739257812,40.74565124511719,census designated place,NY,0.74
Saratoga Springs,-73.77883911132812,43.06755065917969,city,NY,2.99
Sayville,-73.08582305908203,40.74678039550781,census designated place,NY,1.3
Scarsdale,-73.77641296386719,40.98843002319336,village,NY,1.46
Schenectady,-73.9281005859375,42.80179977416993,city,NY,1.85
Seaford,-73.49298858642578,40.66783905029297,census designated place,NY,0.91
Selden,-73.04792785644533,40.86944961547852,census designated place,NY,1.17
Setauket-East Setauket,-73.10253143310547,40.92990875244142,census designated place,NY,1.65
Shirley,-72.87406158447266,40.795188903808594,census designated place,NY,1.91
Smithtown,-73.21489715576172,40.85710906982422,census designated place,NY,1.92
South Farmingdale,-73.44837188720703,40.71780014038085,census designated place,NY,0.84
Spring Valley,-74.04924011230469,41.11434936523438,village,NY,0.8
Stony Brook,-73.12834167480469,40.90787124633788,census designated place,NY,1.36
Stony Point,-73.99746704101562,41.22935104370117,census designated place,NY,1.32
Suffern,-74.14405059814453,41.11339950561524,village,NY,0.82
Syosset,-73.50282287597656,40.81544876098633,census designated place,NY,1.26
Syracuse,-76.14407348632812,43.04106140136719,city,NY,2.82
Tarrytown,-73.86866760253906,41.064830780029304,village,NY,0.97
Terryville,-73.04976654052734,40.90845108032227,census designated place,NY,1.01
Tonawanda,-78.88189697265625,43.01079940795898,city,NY,2.35
Tonawanda,-78.88189697265625,43.01079940795898,city,NY,2.35
Troy,-73.67546844482422,42.73434829711914,city,NY,1.82
Uniondale,-73.59149169921875,40.70225143432618,census designated place,NY,0.93
Utica,-75.22837829589844,43.09685134887695,city,NY,2.31
Valley Stream,-73.70523834228516,40.66445159912109,village,NY,1.05
Wantagh,-73.51081848144531,40.66770172119142,census designated place,NY,1.1
Watertown,-75.91018676757812,43.97360992431641,city,NY,1.69
Watervliet,-73.7075424194336,42.72475051879883,city,NY,0.65
West Babylon,-73.35856628417969,40.71015167236328,census designated place,NY,1.57
Westbury,-73.58891296386719,40.75965118408204,village,NY,0.87
West Hempstead,-73.65106964111328,40.69533157348633,census designated place,NY,0.92
West Islip,-73.2966537475586,40.70888137817383,census designated place,NY,1.42
West Seneca,-78.75138854980469,42.83774948120117,census designated place,NY,2.61
White Plains,-73.7574234008789,41.02085113525391,city,NY,1.76
Woodmere,-73.72181701660156,40.63790130615234,census designated place,NY,0.9
Yonkers,-73.86752319335938,40.94702911376953,city,NY,2.39
Aliquippa,-80.25504302978516,40.61740112304688,city,PA,1.16
